-179.1285713,-42.00879217
-178.4830565,-25.48527156
-178.2678903,-43.48118101
-176.7617108,-28.75725509
-176.116196,-49.28895055
-175.2555149,-27.28486625
-174.1796678,-43.15398765
-173.5341693,-28.43006173
-172.6734883,-45.11717902
-171.8128073,-26.38507202
-170.9521262,-38.57320571
-169.6611129,-27.61206585
-169.4459467,-45.03537444
-167.0790862,-27.93925921
-166.4335714,-49.94334975
-165.5728903,-29.7388539
-164.7122257,-56.40552473
-164.4970432,-30.88404939
-162.3453488,-47.81656794
-162.1301662,-33.74703498
-159.9784719,-47.81656794
-159.1178073,-29.4116543
-158.0419601,-24.74908025
-156.5357806,-28.83905967
-155.8902658,-46.01696701
-152.6627242,-26.38507202
-151.586877,-47.81656794
-150.9413622,-25.40347322
-150.0806976,-41.02719336
-148.3593355,-23.93108437
-147.7138206,-29.7388539
-147.0683058,-26.38507202
-145.131794,-53.62433123
-143.8407642,-26.05787242
-142.119435,-45.60796907
-140.398073,-28.51186007
-138.0311961,-50.92494232
-137.1705314,-29.0844547
-135.4491694,-57.30531271
-132.4368104,-33.33803704
-130.7154484,-55.42391968
-128.9940863,-32.84723452
-128.3485715,-59.84110495
-126.6272094,-34.3196296
-124.4755151,-65.8942695
-123.6148505,-30.63864812
-122.5390033,-50.84315022
-121.0328238,-36.44641766
-120.3873089,-53.29713787
-119.5266443,-34.3196296
-118.020432,-51.25214816
-117.1597674,-33.74703498
-116.2991028,-48.47095466
-115.4384053,-31.21124275
-113.7170433,-57.63251855
-113.0715613,-31.86564195
-110.7046843,-52.07014404
-110.4895018,-28.18466047
-108.9833223,-48.71635592
-108.7681725,-33.41983538
-106.4012956,-51.25214816
-105.7557808,-32.19284155
-104.2496013,-44.46277982
-103.3889367,-29.16625304
-102.3130895,-44.1355927
-100.8068772,-27.28486625
-99.08554796,-37.75520982
-97.57933564,-23.60388477
-96.71867104,-38.00062357
-95.85800643,-24.50367899
-94.35179411,-37.42801646
-93.49112951,-25.73067282
-92.6304649,-46.58957411
-91.98495002,-27.20306791
-89.6180731,-42.00879217
-89.40292337,-23.52208643
-87.89671105,-20.49549791
-86.17538184,-16.16012347
-82.30232543,-13.13353495
-79.93544851,-16.56912141
-78.42926903,-24.50367899
-77.35342186,-16.56912141
-76.49275725,-14.36052877
-72.61970084,-11.0067469
-71.11352136,-17.79611523
-67.88597983,-5.526176967
-65.51910291,-12.23374072
-63.79774086,-10.43415227
-62.29156138,-12.47914198
-61.43089677,-19.02310906
-60.3550496,-8.798160505
-59.06401985,-11.90654112
-58.20335524,-44.38098148
-56.48199319,-10.76134563
-54.97581371,-38.90040531
-52.60893679,-12.23374072
-50.24205987,-8.552759243
-48.52073065,-16.56912141
-47.01451834,-42.90859887
-45.93867116,-16.16012347
-44.43249168,-31.21124275
-43.78697681,-11.90654112
-42.9263122,-8.225559641
-41.20495015,-19.84110495
-39.69877067,-7.898360039
-39.4835881,-14.93312964
-37.97740862,-20.49549791
-37.33189375,-15.34212758
-36.25604657,-33.74703498
-34.74986709,-17.46891563
-34.10435222,-12.56094033
-32.16784043,-27.61206585
-32.16784043,-13.46073455
-30.01614608,-11.98833946
-28.29478403,-26.95766664
-26.57342198,-20.82269751
-25.0672425,-14.68772838
-24.42172763,-10.35234769
-22.48521584,-6.09877159
-21.1941861,-3.399382674
-17.96664457,-6.998565814
-17.10597996,-3.072189313
-14.73910304,-7.898360039
-13.66325586,1.508592633
-11.29641177,-3.399382674
-8.92953485,0.608792167
-7.208172801,6.171166678
-5.056478447,8.052556588
-4.841328711,14.10572114
-3.980631271,20.8950926
-3.119966662,28.25705556
-2.47445179,34.39202625
0,39.3
1.613754349,34.39202625
2.259269221,28.25705556
2.47445179,21.2222922
3.11993383,14.10572114
3.980631271,7.070960903
4.841295879,-2.744989711
6.34747536,2.162985596
7.208172801,-4.626376501
9.57501689,3.389979422
10.43571433,-3.317584334
12.80255842,-7.652965018
14.52392047,-1.517995884
15.16943534,-10.10695267
16.24528252,-24.17647939
17.53631226,-10.10695267
18.39697687,-4.626376501
19.47282405,-10.10695267
20.11833892,-13.78793415
21.83970097,-9.207158447
22.70036558,-15.5875226
23.34588045,-9.86155141
24.85205993,-15.01492798
26.57342198,-7.98016462
28.29478403,-17.46891563
29.15544864,-10.76134563
30.44647838,-14.03332917
32.1678076,-8.879958845
33.67401991,-19.26850408
35.6105317,-10.43415227
36.25604657,-23.27668516
38.83807323,-15.99652054
39.4835881,-53.05173661
40.34425271,-30.63864812
41.85043219,-15.99652054
42.71112963,-37.10081686
44.21730911,-15.34212758
44.43249168,-34.89222423
45.29315629,-22.04969134
45.93867116,-57.95971191
46.93867116,-21.2
47.93867116,-49.2
49.81172756,-18.94130448
50.88757474,-29.49345264
51.53305678,-25.40347322
53.25441883,-61.31350003
53.8999337,-23.84927979
54.97578088,-27.85746087
56.26681063,-18.36870986
58.84883728,-28.51186007
60.35501676,-18.69590946
62.93704342,-39.80019953
65.94943522,-20.90449585
67.67076443,-30.72044646
68.53146187,-22.37689094
69.39212648,-29.7388539
71.7590034,-22.37689094
72.61966801,-31.29304733
74.12584749,-21.72249174
75.84720954,-33.6652304
78.21408646,-23.93108437
78.85960134,-43.23578599
80.79611312,-26.38507202
81.44162799,-42.25418719
83.80847208,-29.16625304
86.39053157,-57.30531271
87.89671105,-28.18466047
90.26355514,-49.37075513
92.63043207,-28.83905967
92.84561463,-50.59774895
95.8579736,-30.39324686
97.57933564,-52.47914198
99.94617973,-29.49345264
102.5282392,-53.62433123
103.3889038,-31.21124275
105.5405982,-44.46277982
107.2619602,-29.16625304
109.8439869,-64.42187441
111.3501664,-29.0844547
111.9957141,-49.94334975
115.4383725,-29.49345264
116.9445848,-51.49754942
119.3114617,-30.39324686
120.1721264,-48.1437613
121.6783387,-29.49345264
124.0451499,-51.49754942
125.7665448,-29.49345264
128.1334217,-46.01696701
129.8547509,-30.0660535
131.5760802,-53.05173661
133.0822925,-28.51186007
135.664352,-63.44028184
136.309834,-26.95766664
138.0311632,-37.34621188
138.8918935,-26.95766664
139.5373755,-45.68977365
141.9042525,-24.83087859
142.7649171,-49.04356177
144.2711294,-25.73067282
145.9924586,-47.57116668
146.8531232,-27.28486625
147.4986709,-35.87382303
149.2200001,-25.40347322
150.0806647,-46.91676747
150.9413293,-26.63046704
152.4475417,-39.88200412
153.0930237,-26.38507202
155.0296011,-37.34621188
156.3205652,-18.69590946
158.0419601,-33.6652304
158.9026247,-18.69590946
160.6239539,-26.63046704
161.2695016,-18.4505082
162.1301662,-21.72249174
163.8514955,-17.79611523
164.7122257,-20.57729625
167.079037,-24.58547733
168.5852493,-40.78179834
169.4459139,-23.93108437
170.9521262,-21.14989711
172.6734554,-28.18466047
173.3190032,-44.46277982
175.900997,-28.26645881
176.7616616,-50.59774895
178.2678739,-28.83905967
