-179.7008544,-55.30183024
-179.0598385,-60.82654501
-178.2051344,-75.69452323
-177.5641022,-69.35735077
-176.9230863,-62.69520018
-176.7093981,-55.05809045
-175.2136781,-50.97549048
-174.5726459,-55.85023662
-173.7179581,-61.9436693
-172.8632539,-57.06892316
-172.649582,-53.41286355
-172.0085498,-44.31333989
-171.1538457,-52.19417701
-170.2991416,-61.9436693
-169.4444537,-64.05606426
-168.8034216,-58.28760969
-168.1623894,-49.75680394
-166.2393255,-71.12444369
-165.5982933,-58.28760969
-164.9572611,-50.73175069
-164.102557,-45.53202643
-162.3931487,-47.88814877
-161.7521492,-43.09465336
-160.6837731,-40.9822646
-159.1880205,-37.24495426
-156.6239244,-33.91387897
-154.2735166,-36.35125204
-152.777764,-38.78862512
-151.0683883,-36.91997615
-150.2136679,-38.78862512
-148.7179479,-40.25105144
-146.3675075,-41.5509825
-143.8034114,-42.68842451
-142.9487235,-44.31333989
-140.8119714,-43.33838694
-139.7435953,-40.57603575
-138.4615309,-45.20704211
-136.7521227,-42.76966904
-135.042747,-46.0194998
-134.4017149,-58.28760969
-133.3333388,-55.20026799
-132.6923066,-68.9308104
-131.1965866,-52.76289492
-130.1282105,-50.40677257
-128.8461462,-64.70603289
-128.6324905,-52.19417701
-127.1367379,-48.86310792
-124.7863301,-60.07501413
-123.0769218,-46.42572865
-122.8632336,-55.76899829
-121.5812018,-70.79946557
-119.8717936,-45.77576002
-119.0171057,-57.96263158
-118.1623853,-47.88814877
-116.6666653,-64.29980404
-114.9572571,-45.53202643
-113.4615371,-74.69925257
-113.2478488,-48.21313929
-112.6068492,-56.17522714
-110.0427205,-43.90711105
-109.1880327,-58.53134948
-108.5470005,-39.0323649
-106.1965927,-51.54420838
-105.9829045,-38.13866268
-104.7008401,-35.78253414
-103.8461523,-40.57603575
-102.136744,-32.37020812
-101.2820562,-35.37630529
-99.78633619,-30.82654346
-98.29058359,-32.93893222
-98.07692794,-28.06418608
-96.58120794,-31.15152158
-95.72648751,-27.49546197
-94.87179968,-29.68910146
-94.01707925,-32.12647453
-93.37607968,-27.82044629
-90.81195099,-32.69519243
-90.17095142,-26.60175975
-87.82051099,-23.18943993
-83.76069491,-19.28964054
-79.91453448,-15.63358093
-77.35043839,-13.84617649
-74.7863097,-17.74596968
-72.43590188,-18.39593832
-70.94018188,-22.29573771
-67.73505362,-28.38917039
-66.23930102,-21.64576908
-65.17092493,-16.77102293
-62.17948493,-12.87122354
-58.97435668,-15.63358093
-57.26494842,-22.05199792
