OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1008,2019-074B,2025-10-27T17:53:52.042272,15.06408052,.0001248,53.0543,63.4236,85.8238,274.2894,0,U,44714,999,32871,.18899102E-3,.2535E-4,0
STARLINK-1010,2019-074D,2025-10-27T20:00:01.000224,15.96432104,.0005203,53.0435,350.8298,49.7068,115.0440,0,U,44716,999,600,.71362209E-3,.304297E-2,.48144141E-4
STARLINK-1011,2019-074E,2025-10-27T20:00:01.000224,15.83684010,.00036587,53.0474,47.6010,293.6067,42.9014,0,U,44717,999,586,.11698103E-2,.271028E-2,0
STARLINK-1012,2019-074F,2025-10-27T17:22:00.771456,15.06411146,.0001154,53.0548,63.5251,88.4935,271.6186,0,U,44718,999,32870,.11948769E-3,.1499E-4,0
STARLINK-1017,2019-074L,2025-10-27T17:15:24.052896,15.14576946,.00018491,53.0506,60.3628,193.1272,166.9673,0,U,44723,999,32875,.25356726E-2,.47346E-3,0
STARLINK-1019,2019-074M,2025-10-27T20:00:01.000224,15.10521741,.00013856,53.0537,63.0094,90.3585,179.4531,0,U,44724,999,572,.43025245E-1,.766114E-2,0
STARLINK-1020,2019-074N,2025-10-27T03:04:48.161280,15.06402076,.00014658,53.0536,86.1990,86.5639,273.5517,0,U,44725,999,32833,.85358477E-4,.99E-5,0
STARLINK-1031,2019-074Z,2025-10-27T20:00:01.000224,15.46724127,.00051318,53.0504,53.4072,220.8756,25.8778,0,U,44736,999,587,.25040575E-2,.129015E-2,0
STARLINK-1036,2019-074AE,2025-10-27T19:42:40.999968,15.06404192,.00014141,53.0540,83.0864,85.4664,274.6486,0,U,44741,999,32844,.13281879E-3,.1698E-4,0
STARLINK-1039,2019-074AH,2025-10-27T20:05:12.782400,15.12420311,.0006524,53.0496,101.1419,136.8691,223.2813,0,U,44744,999,32819,.23034096E-2,.40423E-3,0
STARLINK-1042,2019-074AL,2025-10-27T21:34:47.659872,15.42913190,.00032846,53.0481,8.5504,88.3627,271.7754,0,U,44747,999,32952,.48488429E-3,.21288E-3,0
STARLINK-1043,2019-074AM,2025-10-27T20:38:24.769824,15.06402736,.00012618,53.0542,102.9118,97.1738,262.9395,0,U,44748,999,32817,.46742559E-4,.415E-5,0
STARLINK-1046,2019-074AQ,2025-10-27T20:59:38.594400,15.06405206,.00013355,53.0538,102.8474,87.2752,272.8390,0,U,44751,999,32817,.63590128E-4,.666E-5,0
STARLINK-1047,2019-074AR,2025-10-27T16:58:21.637632,15.29122778,.00038495,53.0719,45.6351,149.3536,210.7688,0,U,44752,999,32897,.48340353E-3,.13521E-3,0
STARLINK-1048,2019-074AS,2025-10-27T18:25:42.373056,15.06416124,.0001237,53.0552,63.3261,90.1724,269.9407,0,U,44753,999,32871,.17766959E-3,.2367E-4,0
STARLINK-1053,2019-074AX,2025-10-27T15:12:45.849600,15.59876626,.00025427,53.0420,23.7243,18.3819,341.7285,0,U,44758,999,32927,.67244694E-3,.54961E-3,0
STARLINK-1054,2019-074AY,2025-10-27T20:00:01.000224,15.88826749,.00051657,53.0368,47.4555,315.2164,77.3196,0,U,44759,999,601,.14901519E-2,.45317E-2,0
STARLINK-1056,2019-074BA,2025-10-27T19:33:17.417952,16.02664448,.00038118,53.0376,33.6109,9.8279,350.2825,0,U,44761,999,32914,.85135996E-3,.519358E-2,.13353831E-3
STARLINK-1060,2019-074BE,2025-10-27T20:00:01.000224,15.61567170,.00025374,53.0532,68.9776,348.3059,232.7943,0,U,44765,999,553,.14333802E-2,.126787E-2,0
STARLINK-1063,2019-074BH,2025-10-27T22:19:15.614976,15.06410850,.00012931,53.0540,102.5996,91.5391,268.5747,0,U,44768,999,32819,.85065415E-4,.986E-5,0
STARLINK-1067,2019-074BL,2025-10-27T20:27:47.711520,15.06406442,.00014923,53.0551,102.9466,89.7549,270.3611,0,U,44771,999,32817,.16085055E-4,-.42E-6,0
STARLINK-1068,2019-074BM,2025-10-27T18:39:00.481824,15.06397357,.00012371,53.0532,83.2844,85.4124,274.7006,0,U,44772,999,32843,.85209132E-4,.988E-5,0
STARLINK-1112,2020-001M,2025-10-27T22:11:59.718336,15.54476822,.0004837,53.0491,181.6154,135.4466,224.6934,0,U,44925,999,32041,.16841893E-2,.113962E-2,0
STARLINK-1114,2020-001P,2025-10-27T22:45:47.325888,15.06394940,.00011934,53.0530,222.5192,91.4128,268.6998,0,U,44927,999,31984,-.33767458E-3,-.5307E-4,0
STARLINK-1123,2020-001S,2025-10-27T23:07:02.788608,15.06399184,.00014523,53.0534,222.4522,96.7507,263.3647,0,U,44930,999,31984,.10372091E-2,.15201E-3,0
STARLINK-1144,2020-001V,2025-10-27T20:00:01.000224,15.59262104,.00123988,53.0430,159.2519,84.7294,41.9575,0,U,44933,999,565,.13328386E-2,.107956E-2,0
STARLINK-1091,2020-001AC,2025-10-27T20:00:01.000224,15.98806226,.00040799,53.0330,136.3378,273.3385,278.0904,0,U,44940,999,604,.90795511E-3,.442864E-2,.93944763E-4
STARLINK-1094,2020-001AD,2025-10-27T21:50:05.554464,15.06425252,.0001523,53.0535,202.6942,98.1877,261.9285,0,U,44941,999,32011,.1145071E-2,.16827E-3,0
STARLINK-1096,2020-001AE,2025-10-27T20:00:01.000224,15.88747409,.00077643,52.9880,324.0038,34.5274,171.8786,0,U,44942,999,599,.71778456E-3,.211468E-2,0
STARLINK-1122,2020-001AM,2025-10-27T22:21:55.758240,15.06412441,.00013389,53.0536,202.5889,98.3196,261.7945,0,U,44949,999,32011,.97012608E-3,.14203E-3,0
STARLINK-1080,2020-001AZ,2025-10-27T22:19:16.682880,15.06383904,.0001335,53.0523,182.6013,87.2386,272.8755,0,U,44961,999,32040,.71893638E-3,.10439E-3,0
STARLINK-1090,2020-001BG,2025-10-27T22:24:34.784352,15.06407105,.00013642,53.0527,182.5855,94.4097,265.7048,0,U,44968,999,32040,.36235978E-3,.5121E-4,0
STARLINK-1107,2020-001BL,2025-10-27T20:00:01.000224,15.66778143,.00045255,53.0081,99.1551,240.1208,358.1306,0,U,44972,999,583,.19082547E-2,.209864E-2,0
STARLINK-1132,2020-006A,2025-10-27T19:50:39.308640,15.06402722,.00013028,53.0546,143.0642,88.3963,271.7175,0,U,45044,999,31671,.12247261E-3,.1543E-4,0
STARLINK-1131,2020-006D,2025-10-27T22:27:19.576800,15.06408025,.00015861,53.0543,163.1152,89.0300,271.0871,0,U,45047,999,31644,.10826426E-3,.1332E-4,0
STARLINK-1134,2020-006E,2025-10-24T20:56:54.299616,15.26667851,.00122824,53.0401,155.6330,116.8822,243.3433,0,U,45048,999,31628,.63194493E-3,.16521E-3,0
STARLINK-1156,2020-006L,2025-10-27T21:44:47.429664,15.06398870,.00013331,53.0517,162.7089,92.8477,267.2665,0,U,45054,999,31644,.77997416E-3,.11355E-3,0
STARLINK-1159,2020-006P,2025-10-27T20:00:01.000224,15.20983812,.00017109,53.0541,162.6406,80.7832,8.3224,0,U,45057,999,572,.14722275E-2,.32867E-3,0
STARLINK-1166,2020-006S,2025-10-27T22:21:55.515456,15.06397218,.00014344,53.0526,162.5937,87.1731,272.9422,0,U,45060,999,31645,.4579722E-4,.401E-5,0
STARLINK-1169,2020-006T,2025-10-27T22:32:32.304192,15.06398170,.00013744,53.0530,162.5621,94.6659,265.4487,0,U,45061,999,31645,.19023108E-3,.2553E-4,0
STARLINK-1171,2020-006U,2025-10-27T21:26:09.655584,15.28831035,.00005499,53.0533,161.0357,99.9510,260.1551,0,U,45062,999,31647,.4569027E-3,.12642E-3,0
STARLINK-1133,2020-006W,2025-10-27T20:54:21.113280,15.06399932,.00013789,53.0543,142.8622,89.6169,270.4978,0,U,45064,999,31672,.70192714E-4,.764E-5,0
STARLINK-1167,2020-006AD,2025-10-27T19:55:57.207936,15.06406261,.00014253,53.0534,143.0470,91.5225,268.5927,0,U,45071,999,31671,.23566213E-4,.7E-6,0
STARLINK-1168,2020-006AE,2025-10-27T20:01:16.309920,15.06403388,.00013892,53.0533,143.0306,87.2727,272.8421,0,U,45072,999,31671,.98348602E-4,.1184E-4,0
STARLINK-1172,2020-006AG,2025-10-27T20:17:11.031648,15.06400101,.00012236,53.0532,142.9805,99.6796,260.4331,0,U,45074,999,31671,-.10633374E-3,-.1865E-4,0
STARLINK-1153,2020-006AN,2025-10-27T21:20:54.535776,15.06385462,.0001367,53.0517,142.7828,94.3136,265.8009,0,U,45080,999,31672,.370851E-3,.5244E-4,0
STARLINK-1151,2020-006AP,2025-10-27T20:59:40.293024,15.06396745,.00015105,53.0530,142.9227,92.2048,267.9114,0,U,45081,999,31672,.7262904E-4,.8E-5,0
STARLINK-1190,2020-006AR,2025-10-27T20:00:01.000224,15.87938370,.00028151,53.0407,95.9620,224.7499,244.5390,0,U,45083,999,594,.10275105E-2,.293227E-2,0
STARLINK-1173,2020-006AS,2025-10-28T09:17:44.316672,16.25268608,.0007068,53.0298,52.3809,338.5210,21.5533,0,U,45084,999,31803,.86682E-3,.2660083E-1,.11978E-4
STARLINK-1185,2020-006AV,2025-10-27T12:27:27.324000,15.06402889,.00013725,53.0540,124.4420,90.4233,269.6913,0,U,45087,999,31695,.24308603E-4,.81E-6,0
STARLINK-1183,2020-006AW,2025-10-27T12:59:18.016800,15.06401032,.00012559,53.0534,124.3458,89.6345,270.4788,0,U,45088,999,31695,.30524886E-4,.173E-5,0
STARLINK-1176,2020-006AY,2025-10-28T13:50:42.961632,16.12656505,.0008702,53.0394,50.2545,356.0009,4.0955,0,U,45090,999,31808,.83637E-3,.964808E-2,.57935E-3
STARLINK-1142,2020-006BB,2025-10-27T20:00:01.000224,15.60069467,.00034154,53.0346,57.7324,324.4076,171.5459,0,U,45093,999,596,.21711292E-2,.182831E-2,0
STARLINK-1152,2020-006BE,2025-10-26T17:43:09.546816,15.23434186,.00082835,53.0503,110.7420,148.8263,211.3226,0,U,45096,999,31707,.23985397E-2,.5804E-3,0
STARLINK-1184,2020-006BG,2025-10-27T21:18:13.916448,15.06406869,.00014524,53.0535,122.7895,101.1012,259.0141,0,U,45098,999,31700,.61848904E-4,.64E-5,0
STARLINK-1193,2020-006BJ,2025-10-27T13:15:13.097088,15.06404650,.00014687,53.0538,124.2964,89.3129,270.8029,0,U,45100,999,31695,.46853793E-4,.417E-5,0
STARLINK-1143,2020-012B,2025-10-27T21:12:53.189280,15.40067069,.00081741,53.0534,247.3626,33.3972,326.7546,0,U,45179,999,31532,.10607111E-2,.42943E-3,0
STARLINK-1202,2020-012F,2025-10-27T06:47:45.419712,15.06403811,.00015454,53.0551,285.5063,84.7043,275.4122,0,U,45183,999,31473,.17527141E-3,.233E-4,0
STARLINK-1216,2020-012H,2025-10-27T06:37:08.359680,15.06406530,.00013946,53.0558,285.5362,85.3452,274.7696,0,U,45185,999,31467,.80699861E-4,.921E-5,0
STARLINK-1225,2020-012K,2025-10-27T05:28:07.733856,15.06404731,.0001116,53.0546,285.7521,83.6396,276.4720,0,U,45187,999,31471,.1298E-3,.1653E-4,0
STARLINK-1230,2020-012M,2025-10-27T05:33:26.180064,15.06408691,.0001611,53.0551,285.7378,90.7878,269.3295,0,U,45189,999,31194,.67835E-4,.729E-5,0
STARLINK-1234,2020-012N,2025-10-27T20:00:01.000224,15.35407426,.00019839,53.0537,240.7939,91.2784,264.3751,0,U,45190,999,582,.32752267E-2,.115671E-2,0
STARLINK-1269,2020-012V,2025-10-27T05:49:21.454752,15.06412987,.0001421,53.0544,285.6889,88.7967,271.3185,0,U,45197,999,31469,.21852E-3,.2976E-4,0
STARLINK-1154,2020-012W,2025-10-27T21:31:29.761536,15.06394750,.00015171,53.0548,262.7491,87.6236,272.4926,0,U,45198,999,31504,.11744723E-3,.1468E-4,0
STARLINK-1199,2020-012Z,2025-10-27T21:47:24.999072,15.06402034,.00015179,53.0541,262.7011,81.8669,278.2492,0,U,45201,999,31510,.70745111E-4,.772E-5,0
STARLINK-1209,2020-012AE,2025-10-27T22:40:49.585440,15.30110214,.00020022,53.0544,240.7301,87.5576,272.5653,0,U,45206,999,31446,.51231791E-3,.14804E-3,0
STARLINK-1210,2020-012AF,2025-10-27T20:00:01.000224,15.55618032,.00127893,53.0241,204.1740,54.4320,254.3195,0,U,45207,999,595,.13508205E-2,.95285E-3,0
STARLINK-1231,2020-012AL,2025-10-27T05:02:20.961312,15.11935770,.0005794,53.0512,264.3433,28.6877,331.4432,0,U,45212,999,31497,.21216E-2,.36685E-3,0
STARLINK-1271,2020-012AR,2025-10-27T21:26:11.431968,15.06394950,.00017592,53.0556,262.7662,88.5376,271.5814,0,U,45217,999,31510,.12518474E-3,.1583E-4,0
STARLINK-1191,2020-012AW,2025-10-27T13:41:46.334688,15.06396773,.00016114,53.0547,244.2129,84.6780,275.4393,0,U,45222,999,31533,.37893674E-3,.5367E-4,0
STARLINK-1212,2020-012AX,2025-10-27T20:30:34.922304,15.06405238,.00019923,53.0537,243.5925,102.7376,257.3836,0,U,45223,999,31537,.16574159E-3,.2188E-4,0
STARLINK-1215,2020-012AZ,2025-10-27T19:26:46.709376,15.06404336,.00015969,53.0544,243.1382,88.8727,271.2445,0,U,45225,999,31532,.19378416E-3,.2606E-4,0
STARLINK-1221,2020-012BB,2025-10-27T22:30:14.532480,15.36595755,.00018954,53.0662,176.1482,340.6257,19.4673,0,U,45227,999,31626,.4886219E-3,.17367E-3,0
STARLINK-1222,2020-012BC,2025-10-27T20:14:32.860032,15.06394067,.0001316,53.0544,242.9883,92.1897,267.9243,0,U,45228,999,31526,.13449106E-3,.1722E-4,0
STARLINK-1226,2020-012BD,2025-10-27T20:56:57.417792,15.06435186,.00007437,53.0543,242.8545,217.7427,142.3510,0,U,45229,999,31527,.69204356E-3,.10051E-3,0
STARLINK-1227,2020-012BE,2025-10-27T20:51:41.703552,15.06403496,.00018423,53.0524,242.8738,92.1721,267.9479,0,U,45230,999,31539,.16655891E-3,.22E-4,0
STARLINK-1246,2020-012BK,2025-10-27T06:53:03.353568,15.06411648,.00013781,53.0543,285.4867,85.3351,274.7796,0,U,45235,999,31475,.3758693E-3,.5323E-4,0
STARLINK-1270,2020-012BM,2025-10-27T19:42:42.707232,15.06392658,.00013921,53.0532,243.0871,100.1963,259.9183,0,U,45237,999,31537,.15228419E-3,.1987E-4,0
STARLINK-1279,2020-019A,2025-10-27T20:00:01.000224,15.33448751,.00011789,53.0537,11.1635,36.8267,134.2198,0,U,45360,999,562,.53247698E-3,.17125E-3,0
STARLINK-1301,2020-019B,2025-10-27T20:00:01.000224,15.35784572,.00014381,53.0528,20.9567,40.9200,301.7211,0,U,45361,999,577,.85823229E-3,.30048E-3,0
STARLINK-1306,2020-019C,2025-10-27T20:00:01.000224,15.68003559,.00063619,53.0474,11.9880,284.3440,101.5688,0,U,45362,999,582,.43888382E-3,.49333E-3,0
STARLINK-1262,2020-019G,2025-10-27T17:35:15.779328,15.06431894,.00015457,53.0554,43.4799,80.5282,279.5882,0,U,45366,999,30969,.29479229E-3,.4116E-4,0
STARLINK-1273,2020-019H,2025-10-27T13:20:30.376896,15.06408853,.00012169,53.0551,44.2776,96.9274,263.1854,0,U,45367,999,30966,.53039601E-4,.509E-5,0
STARLINK-1276,2020-019J,2025-10-27T15:49:08.602176,15.06427020,.00014175,53.0550,43.8159,84.6738,275.4413,0,U,45368,999,30968,.86062125E-3,.1257E-3,0
STARLINK-1277,2020-019K,2025-10-27T14:03:05.279328,15.06411260,.00010637,53.0555,44.7739,96.7165,263.3945,0,U,45369,999,30966,-.11469436E-3,-.199E-4,0
STARLINK-1281,2020-019L,2025-10-27T15:33:12.123072,15.06408169,.00014253,53.0565,43.8673,84.6855,275.4297,0,U,45370,999,30968,.71510609E-4,.784E-5,0
STARLINK-1300,2020-019Q,2025-10-27T16:05:02.750208,15.06410772,.00013809,53.0540,43.7640,97.2185,262.8961,0,U,45374,999,30968,.1741756E-3,.2315E-4,0
STARLINK-1302,2020-019R,2025-10-27T13:15:12.462912,15.06407465,.00012276,53.0557,44.2960,86.9770,273.1359,0,U,45375,999,30966,.71234985E-4,.78E-5,0
STARLINK-1304,2020-019S,2025-10-27T16:52:48.822240,15.06421450,.00012761,53.0543,43.6147,89.0387,271.0748,0,U,45376,999,30968,.37933273E-3,.5376E-4,0
STARLINK-1305,2020-019T,2025-10-27T16:57:28.880064,15.31166101,.00011953,53.0535,41.9626,81.1392,278.9743,0,U,45377,999,30971,.52895578E-3,.15815E-3,0
STARLINK-1319,2020-019V,2025-10-27T20:00:01.000224,15.12868109,.00013103,53.0546,42.9658,79.5032,202.6774,0,U,45379,999,577,.55834693E-1,.1074665E-1,0
STARLINK-1266,2020-019Z,2025-10-27T17:22:01.701120,15.06415766,.0001355,53.0546,23.5287,84.1108,276.0036,0,U,45383,999,30996,.45034396E-3,.6436E-4,0
STARLINK-1267,2020-019AA,2025-10-27T15:25:21.995616,15.06391330,.00016385,53.0551,24.5480,94.8750,265.2427,0,U,45384,999,30994,-.1708023E-3,-.2824E-4,0
STARLINK-1272,2020-019AC,2025-10-27T20:00:01.000224,15.32969122,.00012563,53.0539,21.5897,54.4469,244.9308,0,U,45386,999,572,-.10742686E-3,-.3838E-4,0
STARLINK-1274,2020-019AD,2025-10-27T14:25:52.409856,15.28631874,.0003597,53.0377,9.9489,227.2810,132.7887,0,U,45387,999,31014,.13492239E-2,.37926E-3,0
STARLINK-1280,2020-019AE,2025-10-27T20:00:01.000224,15.38383091,.00012914,53.0636,41.2319,52.7885,120.8052,0,U,45388,999,582,.24596962E-3,.9066E-4,0
STARLINK-1283,2020-019AF,2025-10-27T11:31:07.624704,15.29678489,.00023971,53.0559,21.7404,22.5185,337.5919,0,U,45389,999,30997,.15181022E-2,.44154E-3,0
STARLINK-1284,2020-019AG,2025-10-27T15:51:47.415744,15.06412688,.00013523,53.0555,23.8099,99.2027,260.9115,0,U,45390,999,30995,.76225754E-3,.11094E-3,0
STARLINK-1292,2020-019AL,2025-10-27T20:00:01.000224,15.91955483,.00081053,53.0452,335.4640,5.4242,62.5379,0,U,45394,999,599,.92568843E-3,.311507E-2,.47697223E-4
STARLINK-1297,2020-019AM,2025-10-27T23:07:01.902144,15.06405650,.00016473,53.0530,22.4504,96.9174,263.2002,0,U,45395,999,30918,.50288619E-3,.7218E-4,0
STARLINK-1307,2020-019AP,2025-10-27T11:47:39.704928,15.06391162,.00013933,53.0552,24.5682,85.5149,274.5999,0,U,45397,999,30975,.73748771E-3,.10718E-3,0
STARLINK-1312,2020-019AQ,2025-10-27T20:00:01.000224,15.95927367,.00054768,53.0431,334.7769,5.4304,332.2029,0,U,45398,999,602,.10998418E-2,.457738E-2,.96346833E-4
STARLINK-1255,2020-019AR,2025-10-27T20:00:01.000224,15.29856301,.00012364,53.0486,11.1874,43.0919,57.0094,0,U,45399,999,572,-.37979714E-3,-.11471E-3,0
STARLINK-1259,2020-019AV,2025-10-27T12:41:34.876032,16.33750355,.0002748,53.0350,313.9855,177.7628,182.3428,0,U,45403,999,31072,.88324E-3,.5990491E-1,.12152E-4
STARLINK-1260,2020-019AW,2025-10-27T15:00:02.017440,15.06412063,.00013981,53.0566,13.9683,87.2554,272.8595,0,U,45404,999,30980,.11860267E-4,-.105E-5,0
STARLINK-1263,2020-019AX,2025-10-27T14:38:49.317792,15.06414623,.00013727,53.0551,14.0369,78.3676,281.7467,0,U,45405,999,30980,.10372694E-2,.15208E-3,0
STARLINK-1265,2020-019AY,2025-10-27T11:38:21.777792,15.06462290,.00017288,53.0562,14.5998,87.7805,272.3382,0,U,45406,999,30978,.36018774E-2,.53871E-3,0
STARLINK-1278,2020-019BA,2025-10-27T20:00:01.000224,15.32393700,.00007833,53.0538,41.5184,32.3869,333.4364,0,U,45408,999,572,.23584669E-2,.75186E-3,0
STARLINK-1296,2020-019BE,2025-10-27T14:54:44.590752,15.06406455,.00013259,53.0550,13.9848,97.5017,262.6122,0,U,45412,999,30980,.84813219E-3,.12376E-3,0
STARLINK-1298,2020-019BF,2025-10-27T20:00:01.000224,15.51592718,.00079046,53.0481,350.3509,294.1658,32.0330,0,U,45413,999,583,.1282815E-2,.77769E-3,0
STARLINK-1309,2020-019BG,2025-10-27T15:15:58.134528,15.06414545,.00013052,53.0554,13.9208,80.5034,279.6102,0,U,45414,999,30979,.8532997E-3,.12456E-3,0
STARLINK-1316,2020-019BH,2025-10-27T14:17:35.027520,15.06405828,.00013796,53.0554,14.1035,87.0574,273.0573,0,U,45415,999,30982,.313715E-3,.4395E-4,0
STARLINK-1318,2020-019BJ,2025-10-27T09:30:04.667040,15.59799441,.00046982,53.0524,344.2138,23.1457,336.9766,0,U,45416,999,31021,.58172855E-3,.47305E-3,0
STARLINK-1286,2020-019BK,2025-10-27T20:00:01.000224,15.27638134,.00011898,53.0535,41.9918,83.7946,97.8121,0,U,45417,999,578,.4631208E-1,.1377584E-1,0
STARLINK-1308,2020-019BM,2025-10-27T16:42:11.909088,15.06413839,.00012684,53.0543,43.6486,105.2086,254.9043,0,U,45419,999,30942,.62366128E-4,.648E-5,0
STARLINK-1329,2020-025A,2025-10-27T09:34:56.789760,15.06391664,.00014153,53.0554,344.9833,83.5870,276.5280,0,U,45531,999,30500,.52944048E-3,.7611E-4,0
STARLINK-1338,2020-025B,2025-10-27T13:01:56.784576,15.06411816,.00014454,53.0555,344.3360,90.1597,269.9558,0,U,45532,999,30502,.23587745E-3,.3235E-4,0
STARLINK-1350,2020-025E,2025-10-27T05:53:01.957920,15.32121490,.0001495,53.0746,298.0131,55.2107,304.9034,0,U,45535,999,30567,.36958E-3,.11272E-3,0
STARLINK-1362,2020-025H,2025-10-27T12:12:46.948608,15.06400737,.00012486,53.0545,344.2084,87.6007,272.5125,0,U,45538,999,30502,.62105341E-3,.8981E-4,0
STARLINK-1368,2020-025K,2025-10-27T12:19:29.193312,15.06417790,.00014393,53.0553,344.4706,84.5224,275.5929,0,U,45540,999,30501,.41269236E-3,.5874E-4,0
STARLINK-1371,2020-025M,2025-10-27T13:12:33.589728,15.06408143,.0001296,53.0554,344.3040,89.0610,271.0528,0,U,45542,999,30502,.11378228E-3,.1414E-4,0
STARLINK-1372,2020-025N,2025-10-27T12:30:05.912928,15.06406500,.00014991,53.0564,344.4380,86.1746,273.9415,0,U,45543,999,30411,.14010451E-3,.1806E-4,0
STARLINK-1373,2020-025P,2025-10-27T12:56:38.583744,15.06397722,.00016167,53.0554,344.3538,95.3871,264.7302,0,U,45544,999,30502,.34659464E-3,.4884E-4,0
STARLINK-1294,2020-025W,2025-10-27T04:48:35.099136,15.58686289,.0008197,53.0497,280.6211,40.4517,319.7103,0,U,45551,999,30589,.83347E-3,.65381E-3,0
STARLINK-1325,2020-025Z,2025-10-27T20:00:01.000224,15.58767938,.00016501,53.0557,270.5037,119.4268,2.1604,0,U,45554,999,594,.42444901E-2,.347758E-2,0
STARLINK-1327,2020-025AA,2025-10-27T12:16:49.857888,15.06395700,.00015083,53.0550,324.4766,85.8244,274.2918,0,U,45555,999,30529,-.728262E-5,-.39E-5,0
STARLINK-1356,2020-025AK,2025-10-27T09:11:03.658272,15.06403236,.00015168,53.0568,325.0570,96.3666,263.7496,0,U,45564,999,30527,.11334259E-3,.1407E-4,0
STARLINK-1357,2020-025AL,2025-10-27T08:19:44.527296,15.31367696,.00066687,53.0631,311.0025,329.5407,30.5205,0,U,45565,999,30547,.23969366E-2,.74027E-3,0
STARLINK-1361,2020-025AN,2025-10-27T08:02:03.633792,15.06407113,.00014875,53.0542,325.2705,85.6497,274.4661,0,U,45567,999,30527,.32045027E-3,.4496E-4,0
STARLINK-1363,2020-025AP,2025-10-27T20:00:01.000224,15.37357404,.00017255,53.0552,321.5296,64.0692,218.6169,0,U,45568,999,573,.37214865E-1,.1511253E-1,0
STARLINK-1366,2020-025AQ,2025-10-27T20:00:01.000224,15.37276747,.00008858,53.0664,320.9484,106.3451,48.7919,0,U,45569,999,567,.11024187E-1,.432339E-2,0
STARLINK-1376,2020-025AR,2025-10-27T09:32:17.764512,15.06395701,.00014449,53.0567,324.9935,87.5638,272.5517,0,U,45570,999,30527,.4414406E-5,-.216E-5,0
STARLINK-1320,2020-025AT,2025-10-27T21:32:12.819840,15.41806253,.00093942,53.0590,267.0176,2.7282,357.3772,0,U,45572,999,30615,.29235541E-2,.127601E-2,0
STARLINK-1321,2020-025AU,2025-10-27T07:36:49.910112,15.06406387,.0001342,53.0557,315.3513,90.2976,269.8166,0,U,45573,999,30510,.76424E-4,.857E-5,0
STARLINK-1328,2020-025AX,2025-10-27T20:00:01.000224,15.66403030,.00101836,53.0517,290.9484,24.5729,32.2821,0,U,45576,999,597,.20254219E-2,.220112E-2,0
STARLINK-1331,2020-025AZ,2025-10-27T08:40:33.968064,15.06399575,.00017414,53.0564,315.1533,91.0491,269.0697,0,U,45578,999,30542,.12308527E-3,.1552E-4,0
STARLINK-1333,2020-025BB,2025-10-27T08:49:50.668320,15.06397311,.00014481,53.0549,325.1215,86.2025,273.9129,0,U,45580,999,30527,.89462492E-4,.1051E-4,0
STARLINK-1335,2020-025BC,2025-10-27T05:45:23.375232,15.06407189,.0001634,53.0549,315.6993,86.3706,273.7470,0,U,45581,999,30539,.31075E-3,.4351E-4,0
STARLINK-1337,2020-025BD,2025-10-27T07:52:45.090624,15.06392790,.0001368,53.0548,315.3024,91.3404,268.7742,0,U,45582,999,30540,-.2956E-3,-.4681E-4,0
STARLINK-1347,2020-025BH,2025-10-27T20:00:01.000224,15.30831598,.00068886,53.0561,299.1878,339.2757,211.7236,0,U,45586,999,584,.33881449E-2,.103465E-2,0
STARLINK-1360,2020-025BK,2025-10-27T23:07:39.127584,15.74371388,.00059497,53.0447,218.3358,112.3524,247.8126,0,U,45588,999,30682,.7532835E-3,.11216E-2,0
STARLINK-1364,2020-025BL,2025-10-27T07:58:05.098080,15.06406780,.00015812,53.0558,315.2897,93.8209,266.2960,0,U,45589,999,30540,.84908364E-4,.984E-5,0
STARLINK-1365,2020-025BM,2025-10-27T13:07:14.489472,15.06405536,.00013488,53.0564,344.3191,92.3194,267.7950,0,U,45590,999,30503,.47566986E-4,.427E-5,0
STARLINK-1443,2020-035D,2025-10-27T07:59:23.048160,15.06410711,.00015069,53.0549,305.2806,90.5969,269.5193,0,U,45660,999,29863,.19046138E-3,.2557E-4,0
STARLINK-1446,2020-035G,2025-10-27T05:13:56.664480,15.33132257,.00010261,53.0259,269.5263,14.7425,345.3605,0,U,45663,999,29912,.1838508E-2,.59786E-3,0
STARLINK-1448,2020-035J,2025-10-27T06:29:10.489056,15.06405778,.0001454,53.0553,305.5616,98.6228,261.4925,0,U,45665,999,29861,.15831E-3,.2078E-4,0
STARLINK-1451,2020-035M,2025-10-27T08:10:05.292192,15.06410810,.0001425,53.0548,305.5647,89.7516,270.3637,0,U,45668,999,29863,.33884002E-3,.4771E-4,0
STARLINK-1452,2020-035N,2025-10-27T05:42:10.664352,15.25752017,.0010736,53.0422,287.5829,0.6626,359.4384,0,U,45669,999,29887,.64172E-3,.1631E-3,0
STARLINK-1453,2020-035P,2025-10-27T05:13:31.567008,15.06411887,.00014773,53.0548,275.7999,97.8670,262.2487,0,U,45670,999,29892,.1230331E-3,.1552E-4,0
STARLINK-1454,2020-035Q,2025-10-27T07:06:19.621152,15.06399221,.0001533,53.0545,305.4477,92.6093,267.5071,0,U,45671,999,29861,.30972E-4,.18E-5,0
